serial_number	content	sample_count	content_list	content_count	envo_count	extracted_label	extracted_curie	real_label	longest_annotation_curie	longest_annotation_label	curie_list	unique_curie_count
1049	Montane desert [ENVO:01000185]	3	Montane desert [ENVO:01000185]	1	1	Montane desert	ENVO:01000185	montane desert biome	ENVO:01000342	montane	['ENVO:01000185', 'ENVO:01000342']	2
1050	Semi Arid Zone	3	Semi Arid Zone	1	0	Semi Arid Zone			ENVO:01000230	arid	['ENVO:01000230']	1
1051	CK5	3	CK5	1	0	CK5			CHEBI:27594	carbon atom	['CHEBI:27594']	1
1052	N1	3	N1	1	0	N1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1053	Terrestrial biome	3	Terrestrial biome	1	0	Terrestrial biome			ENVO:00000446	terrestrial biome	['ENVO:00000446']	1
1054	Subsoil before seeding	3	Subsoil before seeding	1	0	Subsoil before seeding			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
1055	15-year old Miscanthus land	3	15-year old Miscanthus land	1	0	15-year old Miscanthus land			ENVO:01000635	planetary landmass	['ENVO:01000635']	1
1056	Bareland	3	Bareland	1	0	Bareland			ENVO:00000167	bar	['ENVO:00000167']	1
1057	Agricole-Soil	3	Agricole-Soil	1	0	Agricole-Soil			ENVO:00001998	soil	['ENVO:00001998']	1
1058	Himalayan ecosystem	3	Himalayan ecosystem	1	0	Himalayan ecosystem			ENVO:01001110	ecosystem	['ENVO:01001110']	1
1059	Sacred Grove	3	Sacred Grove	1	0	Sacred Grove			ENVO:00000109	woodland area	['ENVO:00000109']	1
1060	dry grassland pastures, fungi	3	dry grassland pastures, fungi	1	0	dry grassland pastures, fungi			ENVO:00000114	agricultural field	['ENVO:00000114']	1
1061	greenhouse soil	3	greenhouse soil	1	0	greenhouse soil			ENVO:00005780	greenhouse soil	['ENVO:00005780']	1
1062	beach sediment	3	beach sediment	1	0	beach sediment			ENVO:00002007	sediment	['ENVO:00002007']	1
1063	Non-Agricole-Soil	3	Non-Agricole-Soil	1	0	Non-Agricole-Soil			ENVO:00001998	soil	['ENVO:00001998']	1
1064	ancient gravel pit soil	3	ancient gravel pit soil	1	0	ancient gravel pit soil			ENVO:00000473	gravel pit	['ENVO:00000473']	1
1065	Laboratory dechlorinating culrure	3	Laboratory dechlorinating culrure	1	0	Laboratory dechlorinating culrure					[]	0
1066	CK3	3	CK3	1	0	CK3			CHEBI:27594	carbon atom	['CHEBI:27594']	1
1067	CK6	3	CK6	1	0	CK6			CHEBI:27594	carbon atom	['CHEBI:27594']	1
1068	NPKM	3	NPKM	1	0	NPKM			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1069	ENVO:01000181	3	ENVO:01000181	1	1		ENVO:01000181	mangrove biome			['ENVO:01000181']	1
1070	Rape-tobacco rotation	3	Rape-tobacco rotation	1	0	Rape-tobacco rotation					[]	0
1071	rhizome biome	3	rhizome biome	1	0	rhizome biome			ENVO:00000428	biome	['ENVO:00000428']	1
1072	peat	3	peat	1	0	peat			ENVO:00005774	peat soil	['ENVO:00005774']	1
1073	Tropical and subtropical grasslands, savannas, and shrubland biome	3	Tropical and subtropical grasslands, savannas, and shrubland biome	1	0	Tropical and subtropical grasslands, savannas, and shrubland biome			ENVO:01001809	subtropical grassland	['ENVO:01001809']	1
1074	metal-contaminated soil	3	metal-contaminated soil	1	0	metal-contaminated soil			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
1075	ENVO_01000385	3	ENVO_01000385	1	1		ENVO:01000385	temperate deciduous broadleaf forest			['ENVO:01000385']	1
1076	Greenhouse Condition	3	Greenhouse Condition	1	0	Greenhouse Condition			ENVO:03600087	greenhouse	['ENVO:03600087']	1
1077	Conventional field	3	Conventional field	1	0	Conventional field			ENVO:01000352	field	['ENVO:01000352']	1
1078	N2	3	N2	1	0	N2			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1079	Subtropical abandoned cropland	3	Subtropical abandoned cropland	1	0	Subtropical abandoned cropland			ENVO:01000205	subtropical	['ENVO:01000205']	1
1080	temperate mixed forest biome [ENVO:01000212]	3	temperate mixed forest biome [ENVO:01000212]	1	1	temperate mixed forest biome	ENVO:01000212	temperate mixed forest biome	ENVO:01000212	temperate mixed forest biome	['ENVO:01000212']	1
1081	Pea-corn rotation	3	Pea-corn rotation	1	0	Pea-corn rotation			CHEBI:27594	carbon atom	['CHEBI:27594']	1
1082	wetland biome	3	wetland biome	1	0	wetland biome			ENVO:00000035	marsh	['ENVO:00000035']	1
1083	dry grassland pastures, prokaryotes	3	dry grassland pastures, prokaryotes	1	0	dry grassland pastures, prokaryotes			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
1084	soil biocrust [ENVO:01000910]	3	soil biocrust [ENVO:01000910]	1	1	soil biocrust	ENVO:01000910	soil biocrust	ENVO:01000910	soil biocrust	['ENVO:01000910']	1
1085	eucalyptus biome	3	eucalyptus biome	1	0	eucalyptus biome			ENVO:00000428	biome	['ENVO:00000428']	1
1086	ENVO:00000230	3	ENVO:00000230	1	1		ENVO:00000230	coastal wetland ecosystem			['ENVO:00000230']	1
1087	waste sediment	3	waste sediment	1	0	waste sediment			ENVO:00002007	sediment	['ENVO:00002007']	1
1088	Arctic Biome	3	Arctic Biome	1	0	Arctic Biome			ENVO:00000428	biome	['ENVO:00000428']	1
1089	metal & radionuclide contaminated soil	3	metal & radionuclide contaminated soil	1	0	metal & radionuclide contaminated soil			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
1090	Tailings microbial communities	3	Tailings microbial communities	1	0	Tailings microbial communities			ENVO:00000003	mine tailing	['ENVO:00000003']	1
1091	Soil fungal community	3	Soil fungal community	1	0	Soil fungal community			ENVO:00001998	soil	['ENVO:00001998']	1
1092	KH32C-inoculation	3	KH32C-inoculation	1	0	KH32C-inoculation			CHEBI:27594	carbon atom	['CHEBI:27594']	1
1093	water	3	water	1	0	water			CHEBI:15377	water	['CHEBI:15377']	1
1094	Bacterial and archeal community	3	Bacterial and archeal community	1	0	Bacterial and archeal community			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
1095	Solar saltern microbiome	3	Solar saltern microbiome	1	0	Solar saltern microbiome			ENVO:00000055	saline evaporation pond	['ENVO:00000055']	1
1096	HotSpring	3	HotSpring	1	0	HotSpring			ENVO:00000051	hot spring	['ENVO:00000051']	1
1097	bamboo grove	3	bamboo grove	1	0	bamboo grove			ENVO:00000109	woodland area	['ENVO:00000109']	1
1098	Hetao Plain	3	Hetao Plain	1	0	Hetao Plain			ENVO:00000086	plain	['ENVO:00000086']	1
1099	Freshwater Aquatic Vegetation	3	Freshwater Aquatic Vegetation	1	0	Freshwater Aquatic Vegetation			ENVO:00002011	fresh water	['ENVO:00002011']	1
1100	Corn continuous cropping	3	Corn continuous cropping	1	0	Corn continuous cropping			PATO:0000689	continuous	['PATO:0000689']	1
1101	Taro continuous cropping	3	Taro continuous cropping	1	0	Taro continuous cropping			PATO:0000689	continuous	['PATO:0000689']	1
1102	Zucchini-corn rotation	3	Zucchini-corn rotation	1	0	Zucchini-corn rotation					[]	0
1103	Pot soil	3	Pot soil	1	0	Pot soil			ENVO:00001998	soil	['ENVO:00001998']	1
1104	corn+cover crop	2	corn+cover crop	1	0	corn+cover crop			ENVO:00000138	cove	['ENVO:00000138']	1
1105	P6	2	P6	1	0	P6			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
1106	NP1	2	NP1	1	0	NP1			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1107	middle forest biome replicate6	2	middle forest biome replicate6	1	0	middle forest biome replicate6			ENVO:01000174	forest biome	['ENVO:01000174']	1
1108	low forest biome replicate1	2	low forest biome replicate1	1	0	low forest biome replicate1			ENVO:01000174	forest biome	['ENVO:01000174']	1
1109	low forest biome replicate4	2	low forest biome replicate4	1	0	low forest biome replicate4			ENVO:01000174	forest biome	['ENVO:01000174']	1
1110	agronomical field	2	agronomical field	1	0	agronomical field			ENVO:01000352	field	['ENVO:01000352']	1
1111	abandoned_farmland1	2	abandoned_farmland1	1	0	abandoned_farmland1			ENVO:00000078	farm	['ENVO:00000078']	1
1112	abandoned_farmland2	2	abandoned_farmland2	1	0	abandoned_farmland2			ENVO:00000078	farm	['ENVO:00000078']	1
1113	abandoned_farmland7	2	abandoned_farmland7	1	0	abandoned_farmland7			ENVO:00000078	farm	['ENVO:00000078']	1
1114	abandoned_farmland9	2	abandoned_farmland9	1	0	abandoned_farmland9			ENVO:00000078	farm	['ENVO:00000078']	1
1115	abandoned_farmland19	2	abandoned_farmland19	1	0	abandoned_farmland19			ENVO:00000078	farm	['ENVO:00000078']	1
1116	abandoned_farmland20	2	abandoned_farmland20	1	0	abandoned_farmland20			ENVO:00000078	farm	['ENVO:00000078']	1
1117	abandoned_farmland30	2	abandoned_farmland30	1	0	abandoned_farmland30			ENVO:00000078	farm	['ENVO:00000078']	1
1118	Soil microbial community following litter returning(ENVO:01000006)	2	Soil microbial community following litter returning(ENVO:01000006)	1	1	Soil microbial community following litter returning	ENVO:01000006	coastal upwelling	PCO:1000004	microbial community	['PCO:1000004', 'ENVO:01000006']	2
1119	soybean biome	2	soybean biome	1	0	soybean biome			ENVO:00000428	biome	['ENVO:00000428']	1
1120	Estuarine biome	2	Estuarine biome	1	0	Estuarine biome			ENVO:01000020	estuarine biome	['ENVO:01000020']	1
1121	saline-alkali soil	2	saline-alkali soil	1	0	saline-alkali soil			ENVO:00001998	soil	['ENVO:00001998']	1
1122	Alpine Forest	2	Alpine Forest	1	0	Alpine Forest			ENVO:00000111	forested area	['ENVO:00000111']	1
1123	surface biome	2	surface biome	1	0	surface biome			UBERON:0002416	integumental system	['UBERON:0002416']	1
1124	cave dark zone	2	cave dark zone	1	0	cave dark zone			ENVO:00000067	cave	['ENVO:00000067']	1
1125	lawn	2	lawn	1	0	lawn					[]	0
1126	B00NL012	2	B00NL012	1	0	B00NL012			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1127	P2	2	P2	1	0	P2			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
1128	P4	2	P4	1	0	P4			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
1129	island	2	island	1	0	island			ENVO:00000098	island	['ENVO:00000098']	1
1130	B00Fl002	2	B00Fl002	1	0	B00Fl002			UBERON:0001422	facial lymphatic vessel	['UBERON:0001422']	1
1131	B00NL013	2	B00NL013	1	0	B00NL013			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1132	B00NL014	2	B00NL014	1	0	B00NL014			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1133	N6	2	N6	1	0	N6			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1134	NP4	2	NP4	1	0	NP4			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1135	Arid, Steppe, Cold arid	2	Arid, Steppe, Cold arid	1	0	Arid, Steppe, Cold arid			ENVO:00000262	steppe	['ENVO:00000262']	1
1136	Free Soil Microbiome	2	Free Soil Microbiome	1	0	Free Soil Microbiome			ENVO:00001998	soil	['ENVO:00001998']	1
1137	soil18	2	soil18	1	0	soil18			ENVO:00001998	soil	['ENVO:00001998']	1
1138	soil23	2	soil23	1	0	soil23			ENVO:00001998	soil	['ENVO:00001998']	1
1139	soil24	2	soil24	1	0	soil24			ENVO:00001998	soil	['ENVO:00001998']	1
1140	Tropical forest biome	2	Tropical forest biome	1	0	Tropical forest biome			ENVO:01001803	tropical forest	['ENVO:01001803']	1
1141	Not collected	2	Not collected	1	0	Not collected			ENVO:00000084	mountain pass	['ENVO:00000084']	1
1142	St. Paul Island, Alaska	2	St. Paul Island, Alaska	1	0	St. Paul Island, Alaska			ENVO:00000098	island	['ENVO:00000098']	1
1143	Fruit	2	Fruit	1	0	Fruit					[]	0
1144	ENVO:01001209	2	ENVO:01001209	1	1		ENVO:01001209	wetland ecosystem			['ENVO:01001209']	1
1145	Agricultural soil growing Alfalfa	2	Agricultural soil growing Alfalfa	1	0	Agricultural soil growing Alfalfa			ENVO:00002259	agricultural soil	['ENVO:00002259']	1
1146	abandoned_farmland10	2	abandoned_farmland10	1	0	abandoned_farmland10			ENVO:00000078	farm	['ENVO:00000078']	1
1147	abandoned_farmland16	2	abandoned_farmland16	1	0	abandoned_farmland16			ENVO:00000078	farm	['ENVO:00000078']	1
1148	abandoned_farmland27	2	abandoned_farmland27	1	0	abandoned_farmland27			ENVO:00000078	farm	['ENVO:00000078']	1
1149	abandoned_farmland29	2	abandoned_farmland29	1	0	abandoned_farmland29			ENVO:00000078	farm	['ENVO:00000078']	1
1150	shrub	2	shrub	1	0	shrub			ENVO:00000109	woodland area	['ENVO:00000109']	1
1151	B00FL001	2	B00FL001	1	0	B00FL001			UBERON:0001422	facial lymphatic vessel	['UBERON:0001422']	1
1152	N5	2	N5	1	0	N5			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1153	P3	2	P3	1	0	P3			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
1154	cotton field	2	cotton field	1	0	cotton field			ENVO:01000352	field	['ENVO:01000352']	1
1155	soil16	2	soil16	1	0	soil16			ENVO:00001998	soil	['ENVO:00001998']	1
1156	soil21	2	soil21	1	0	soil21			ENVO:00001998	soil	['ENVO:00001998']	1
1157	soil22	2	soil22	1	0	soil22			ENVO:00001998	soil	['ENVO:00001998']	1
1158	agricultural_soil	2	agricultural_soil	1	0	agricultural_soil			ENVO:00001998	soil	['ENVO:00001998']	1
1159	Bobcat enclosure in Jacksonville Zoological Gardens	2	Bobcat enclosure in Jacksonville Zoological Gardens	1	0	Bobcat enclosure in Jacksonville Zoological Gardens			ENVO:00010625	zoological garden	['ENVO:00010625']	1
1160	glacier	2	glacier	1	0	glacier			ENVO:00000133	glacier	['ENVO:00000133']	1
1161	rice-wheat rotation	2	rice-wheat rotation	1	0	rice-wheat rotation					[]	0
1162	Extracellular vesicles from Settled surface dust	2	Extracellular vesicles from Settled surface dust	1	0	Extracellular vesicles from Settled surface dust			UBERON:0002416	integumental system	['UBERON:0002416']	1
1163	abandoned_farmland4	2	abandoned_farmland4	1	0	abandoned_farmland4			ENVO:00000078	farm	['ENVO:00000078']	1
1164	abandoned_farmland13	2	abandoned_farmland13	1	0	abandoned_farmland13			ENVO:00000078	farm	['ENVO:00000078']	1
1165	abandoned_farmland17	2	abandoned_farmland17	1	0	abandoned_farmland17			ENVO:00000078	farm	['ENVO:00000078']	1
1166	abandoned_farmland18	2	abandoned_farmland18	1	0	abandoned_farmland18			ENVO:00000078	farm	['ENVO:00000078']	1
1167	abandoned_farmland21	2	abandoned_farmland21	1	0	abandoned_farmland21			ENVO:00000078	farm	['ENVO:00000078']	1
1168	abandoned_farmland22	2	abandoned_farmland22	1	0	abandoned_farmland22			ENVO:00000078	farm	['ENVO:00000078']	1
1169	Soil microbial community following litter returning(ENVO:01000005)	2	Soil microbial community following litter returning(ENVO:01000005)	1	1	Soil microbial community following litter returning	ENVO:01000005	upwelling	PCO:1000004	microbial community	['PCO:1000004', 'ENVO:01000005']	2
1170	Paddy field soil	2	Paddy field soil	1	0	Paddy field soil			ENVO:00005740	paddy field soil	['ENVO:00005740']	1
1171	Desert and Xeric Shrubland	2	Desert and Xeric Shrubland	1	0	Desert and Xeric Shrubland			ENVO:00000300	scrubland area	['ENVO:00000300']	1
1172	temperate broadleaf forest biome	2	temperate broadleaf forest biome	1	0	temperate broadleaf forest biome			ENVO:01000202	temperate broadleaf forest biome	['ENVO:01000202']	1
1173	B00Sl022	2	B00Sl022	1	0	B00Sl022			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
1174	NP3	2	NP3	1	0	NP3			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
1175	abandon farmland biome	2	abandon farmland biome	1	0	abandon farmland biome			ENVO:00000428	biome	['ENVO:00000428']	1
1176	soil3	2	soil3	1	0	soil3			ENVO:00001998	soil	['ENVO:00001998']	1
1177	freshwater stream	2	freshwater stream	1	0	freshwater stream			ENVO:03605007	freshwater stream	['ENVO:03605007']	1
1178	high forest biome replicate2	2	high forest biome replicate2	1	0	high forest biome replicate2			ENVO:01000174	forest biome	['ENVO:01000174']	1
1179	middle forest biome replicate2	2	middle forest biome replicate2	1	0	middle forest biome replicate2			ENVO:01000174	forest biome	['ENVO:01000174']	1
1180	middle forest biome replicate5	2	middle forest biome replicate5	1	0	middle forest biome replicate5			ENVO:01000174	forest biome	['ENVO:01000174']	1
1181	low forest biome replicate3	2	low forest biome replicate3	1	0	low forest biome replicate3			ENVO:01000174	forest biome	['ENVO:01000174']	1
1182	low forest biome replicate6	2	low forest biome replicate6	1	0	low forest biome replicate6			ENVO:01000174	forest biome	['ENVO:01000174']	1
1183	tundra biome [ENVO:01000180]|polar desert biome [ENVO:01000186]	2	tundra biome [ENVO:01000180]	2	1	tundra biome	ENVO:01000180	tundra biome	ENVO:01000180	tundra biome	['ENVO:01000180']	1
1183	tundra biome [ENVO:01000180]|polar desert biome [ENVO:01000186]	2	polar desert biome [ENVO:01000186]	2	1	polar desert biome	ENVO:01000186	polar desert biome	ENVO:01000186	polar desert biome	['ENVO:01000186']	1
1184	abandoned_farmland12	2	abandoned_farmland12	1	0	abandoned_farmland12			ENVO:00000078	farm	['ENVO:00000078']	1
1185	abandoned_farmland15	2	abandoned_farmland15	1	0	abandoned_farmland15			ENVO:00000078	farm	['ENVO:00000078']	1
1186	abandoned_farmland25	2	abandoned_farmland25	1	0	abandoned_farmland25			ENVO:00000078	farm	['ENVO:00000078']	1
1187	Soil microbial community following litter returning(ENVO:01000002)	2	Soil microbial community following litter returning(ENVO:01000002)	1	1	Soil microbial community following litter returning	ENVO:01000002	water well	PCO:1000004	microbial community	['PCO:1000004', 'ENVO:01000002']	2
1188	Soil microbial community following litter returning(ENVO:01000003)	2	Soil microbial community following litter returning(ENVO:01000003)	1	1	Soil microbial community following litter returning	ENVO:01000003	oil well	PCO:1000004	microbial community	['PCO:1000004', 'ENVO:01000003']	2
1189	Soil microbial community following litter returning(ENVO:01000011)	2	Soil microbial community following litter returning(ENVO:01000011)	1	1	Soil microbial community following litter returning	ENVO:01000011	obsolete dairy product	PCO:1000004	microbial community	['PCO:1000004', 'ENVO:01000011']	2
1190	paddy and dry land soil	2	paddy and dry land soil	1	0	paddy and dry land soil			ENVO:00001998	soil	['ENVO:00001998']	1
1191	Chinese fir plantation	2	Chinese fir plantation	1	0	Chinese fir plantation			ENVO:00000117	plantation	['ENVO:00000117']	1
1192	activated sludge	2	activated sludge	1	0	activated sludge			ENVO:00002046	activated sludge	['ENVO:00002046']	1
1193	Umbric Luvisol	2	Umbric Luvisol	1	0	Umbric Luvisol			ENVO:00002248	luvisol	['ENVO:00002248']	1
1194	soil2	2	soil2	1	0	soil2			ENVO:00001998	soil	['ENVO:00001998']	1
1195	soil6	2	soil6	1	0	soil6			ENVO:00001998	soil	['ENVO:00001998']	1
1196	soil10	2	soil10	1	0	soil10			ENVO:00001998	soil	['ENVO:00001998']	1
1197	soil12	2	soil12	1	0	soil12			ENVO:00001998	soil	['ENVO:00001998']	1
1198	soil15	2	soil15	1	0	soil15			ENVO:00001998	soil	['ENVO:00001998']	1
1199	Ore-forming environment	2	Ore-forming environment	1	0	Ore-forming environment			ENVO:01000254	environmental system	['ENVO:01000254']	1
1200	Rhizospheric Microbiome	2	Rhizospheric Microbiome	1	0	Rhizospheric Microbiome					[]	0
1201	paddy biome	2	paddy biome	1	0	paddy biome			ENVO:00000428	biome	['ENVO:00000428']	1
1202	Mountain Soil	2	Mountain Soil	1	0	Mountain Soil			ENVO:00000081	mountain	['ENVO:00000081']	1
1203	sediment [ENVO:00002007]	2	sediment [ENVO:00002007]	1	1	sediment	ENVO:00002007	sediment	ENVO:00002007	sediment	['ENVO:00002007']	1
1204	estuarine soil microbiome	2	estuarine soil microbiome	1	0	estuarine soil microbiome			ENVO:00001998	soil	['ENVO:00001998']	1
1205	Soil microbial community following litter returning(ENVO:01000008)	2	Soil microbial community following litter returning(ENVO:01000008)	1	1	Soil microbial community following litter returning	ENVO:01000008	microbial mat	PCO:1000004	microbial community	['ENVO:01000008', 'PCO:1000004']	2
1206	Soil microbial community following litter returning(ENVO:01000010)	2	Soil microbial community following litter returning(ENVO:01000010)	1	1	Soil microbial community following litter returning	ENVO:01000010	obsolete abiotic mesoscopic physical object	PCO:1000004	microbial community	['PCO:1000004', 'ENVO:01000010']	2
1207	roots	2	roots	1	0	roots			NCBITaxon:1	root	['NCBITaxon:1']	1
1208	Ph001	2	Ph001	1	0	Ph001			PATO:0001842	acidity	['PATO:0001842']	1
1209	Su001	2	Su001	1	0	Su001			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
1210	rre_Ae003	2	rre_Ae003	1	0	rre_Ae003					[]	0
1211	agricultural residues	2	agricultural residues	1	0	agricultural residues					[]	0
1212	rre_Ph003	2	rre_Ph003	1	0	rre_Ph003			PATO:0001842	acidity	['PATO:0001842']	1
1213	Ae001	2	Ae001	1	0	Ae001					[]	0
1214	mainly halophiles or alkaliphiles	2	mainly halophiles or alkaliphiles	1	0	mainly halophiles or alkaliphiles			ENVO:01001017	halo	['ENVO:01001017']	1
1215	tallgrass prairie	2	tallgrass prairie	1	0	tallgrass prairie			ENVO:00000260	prairie	['ENVO:00000260']	1
1216	B00Fl004	2	B00Fl004	1	0	B00Fl004			UBERON:0001422	facial lymphatic vessel	['UBERON:0001422']	1
1217	N4	2	N4	1	0	N4			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
